Index,Offset,HeaderID,Length,Type,Text
1284,EF23,0BBF,23,StringEntry,"OTYPE_Death_Explosion_7"
1285,EFBA,0BCB,23,StringEntry,"OTYPE_Death_Explosion_8"
1286,F01C,??,2,Unverified,"@@"
1287,F06C,0BD7,21,StringEntry,"OTYPE_PODARRIVALEXPLO"
1288,F0A2,0BE2,14,StringEntry,"OTYPE_SH_CAN_1"
1289,F0C6,0BE6,14,StringEntry,"OTYPE_SH_CIR_2"
1290,F0EA,0BEA,14,StringEntry,"OTYPE_SH_CIR_3"
1291,F10E,0BEE,14,StringEntry,"OTYPE_SH_DO1_1"
1292,F132,0BF2,14,StringEntry,"OTYPE_SH_DO2_1"
1293,F156,0BF6,14,StringEntry,"OTYPE_SH_DRO_1"
1294,F17A,0BFA,14,StringEntry,"OTYPE_SH_LOC_1"
1295,F19E,0BFE,14,StringEntry,"OTYPE_SH_MOB_1"
1296,F1C2,0C02,14,StringEntry,"OTYPE_SH_OVA_2"
1297,F1E6,0C06,14,StringEntry,"OTYPE_SH_REC_1"
1298,F20A,0C0A,14,StringEntry,"OTYPE_SH_ROL_1"
1299,F22E,0C0E,14,StringEntry,"OTYPE_SH_SUP_1"
1300,F252,0C12,14,StringEntry,"OTYPE_SH_WOS_1"
1301,F276,0C16,14,StringEntry,"OTYPE_SH_CIR_4"
1302,F29A,0C1A,14,StringEntry,"OTYPE_SH_TUN_1"
1303,F2BE,0C1E,14,StringEntry,"OTYPE_SH_AIR_1"
1304,F2E9,0C2E,18,StringEntry,"OTYPE_Ambient_Sea1"
1305,F311,0C32,18,StringEntry,"OTYPE_Ambient_Sea2"
1306,F339,0C36,19,StringEntry,"OTYPE_Ambient_Field"
1307,F362,0C3A,18,StringEntry,"OTYPE_Ambient_Wind"
1308,F38A,0C3E,22,StringEntry,"OTYPE_Ambient_Mountain"
1309,F3B6,0C42,21,StringEntry,"OTYPE_Ambient_Factory"
1310,F3E1,0C46,18,StringEntry,"OTYPE_Ambient_City"
1311,F409,0C4A,19,StringEntry,"OTYPE_Ambient_Docks"
1312,F432,0C4E,20,StringEntry,"OTYPE_SFX_AMB_Forest"
1313,F45C,0C52,19,StringEntry,"OTYPE_SFX_AMB_River"
1314,F485,0C56,19,StringEntry,"OTYPE_SFX_AMB_Brook"
1315,F4AE,0C5E,17,StringEntry,"OTYPE_AMB_REDWEED"
1316,F4D5,0C62,16,StringEntry,"OTYPE_AMB_STREAM"
1317,F4FB,0C68,14,StringEntry,"OTYPE_CPMarker"
1318,F518,0C6E,16,StringEntry,"OTYPE_CTreeCirc1"
1319,F550,0C74,16,StringEntry,"OTYPE_CTreeCirc2"
1320,F588,0C7A,16,StringEntry,"OTYPE_CTreeCirc3"
1321,F5C0,0C80,16,StringEntry,"OTYPE_DTreeCirc1"
1322,F5F8,0C86,16,StringEntry,"OTYPE_DTreeCirc2"
1323,F630,0C8C,16,StringEntry,"OTYPE_DTreeCirc3"
1324,F668,0C93,12,StringEntry,"OTYPE_CTree1"
1325,F6A3,0C9A,12,StringEntry,"OTYPE_CTree2"
1326,F6DE,0CA1,12,StringEntry,"OTYPE_CTree3"
1327,F719,0CA8,12,StringEntry,"OTYPE_CTree4"
1328,F754,0CAF,12,StringEntry,"OTYPE_CTree5"
1329,F78F,0CB6,12,StringEntry,"OTYPE_CTree6"
1330,F7CA,0CBD,12,StringEntry,"OTYPE_CTree7"
1331,F805,0CC5,12,StringEntry,"OTYPE_DTree1"
1332,F840,0CCC,12,StringEntry,"OTYPE_DTree2"
1333,F87B,0CD3,12,StringEntry,"OTYPE_DTree3"
1334,F8B6,0CDB,12,StringEntry,"OTYPE_DTree4"
1335,F8F1,0CE2,12,StringEntry,"OTYPE_DTree5"
1336,F92C,0CE9,12,StringEntry,"OTYPE_DTree6"
1337,F967,0CF0,12,StringEntry,"OTYPE_DTree7"
1338,F9A2,0CF7,12,StringEntry,"OTYPE_DTree8"
1339,F9D6,0CFD,12,StringEntry,"OTYPE_DTree9"
1340,FA11,0D04,13,StringEntry,"OTYPE_DTree10"
1341,FA4D,0D0C,14,StringEntry,"OTYPE_RedTree1"
1342,FA8A,0D13,14,StringEntry,"OTYPE_RedTree2"
1343,FAC7,0D1A,14,StringEntry,"OTYPE_RedTree3"
1344,FB04,0D21,14,StringEntry,"OTYPE_RedTree4"
1345,FB41,0D28,14,StringEntry,"OTYPE_RedTree5"
1346,FB7E,0D2F,14,StringEntry,"OTYPE_RedTree6"
1347,FBBB,0D36,14,StringEntry,"OTYPE_RedTree7"
1348,FBF8,0D3D,14,StringEntry,"OTYPE_RedTree8"
1349,FC35,0D44,14,StringEntry,"OTYPE_RedTree9"
1350,FC72,0D4B,15,StringEntry,"OTYPE_RedTree10"
1351,FCB0,0D52,15,StringEntry,"OTYPE_RedTree11"
1352,FCEE,0D59,15,StringEntry,"OTYPE_RedTree12"
1353,FD2C,0D60,15,StringEntry,"OTYPE_RedTree13"
1354,FD6A,0D67,15,StringEntry,"OTYPE_RedTree14"
1355,FDA8,0D6E,15,StringEntry,"OTYPE_RedTree15"
1356,FDE6,0D75,15,StringEntry,"OTYPE_RedTree16"
1357,FE24,0D7C,15,StringEntry,"OTYPE_RedTree17"
1358,FE62,0D89,11,StringEntry,"OTYPE_VHall"
1359,FEA6,0D90,15,StringEntry,"OTYPE_WaterMill"
1360,FEEE,0D97,12,StringEntry,"OTYPE_Chapel"
1361,FF33,0D9E,13,StringEntry,"OTYPE_ShopOne"
1362,FF79,0DA5,12,StringEntry,"OTYPE_PubOne"
1363,FFBE,0DAC,12,StringEntry,"OTYPE_PubTwo"
1364,10003,0DB3,10,StringEntry,"OTYPE_Barn"
1365,10046,0DBA,14,StringEntry,"OTYPE_HouseTwo"
1366,1008D,0DC1,13,StringEntry,"OTYPE_Cottage"
1367,100D3,0DC8,15,StringEntry,"OTYPE_FarmHouse"
1368,1011B,0DCF,15,StringEntry,"OTYPE_SchoolOne"
1369,10163,0DD6,11,StringEntry,"OTYPE_Abbey"
1370,101A7,0DDD,12,StringEntry,"OTYPE_Castle"
1371,101EC,0DE4,11,StringEntry,"OTYPE_Crane"
1372,10230,0DEB,12,StringEntry,"OTYPE_Church"
1373,10275,0DF2,12,StringEntry,"OTYPE_Corhut"
1374,102BA,0DF9,14,StringEntry,"OTYPE_Dockyard"
1375,10301,0E00,12,StringEntry,"OTYPE_House1"
1376,10346,0E07,15,StringEntry,"OTYPE_Cathedral"
1377,1038E,0E0E,16,StringEntry,"OTYPE_Lighthouse"
1378,103D7,0E15,11,StringEntry,"OTYPE_Manor"
1379,1041B,0E1C,14,StringEntry,"OTYPE_Terrace1"
1380,10462,0E23,14,StringEntry,"OTYPE_Terrace2"
1381,104A9,0E2A,14,StringEntry,"OTYPE_Londnstb"
1382,104F0,0E31,17,StringEntry,"OTYPE_Timberhouse"
1383,1053A,0E38,14,StringEntry,"OTYPE_Windmill"
1384,10581,0E3F,19,StringEntry,"OTYPE_CottonFactory"
1385,105CD,0E46,16,StringEntry,"OTYPE_CottonChim"
1386,10616,0E4D,14,StringEntry,"OTYPE_Londnost"
1387,1065D,0E54,14,StringEntry,"OTYPE_Londnst1"
1388,106A4,0E5B,14,StringEntry,"OTYPE_Ldnost30"
1389,106EB,0E62,14,StringEntry,"OTYPE_Ldnost31"
1390,10732,0E69,14,StringEntry,"OTYPE_Ldnost60"
1391,10779,0E70,14,StringEntry,"OTYPE_Ldnost61"
1392,107C0,0E77,14,StringEntry,"OTYPE_Lonnstst"
1393,10807,0E7E,12,StringEntry,"OTYPE_Londst"
1394,1084C,0E85,13,StringEntry,"OTYPE_Londst1"
1395,10892,0E8C,14,StringEntry,"OTYPE_Londstst"
1396,108D9,0E93,14,StringEntry,"OTYPE_Shop1r_l"
1397,10920,0E9A,14,StringEntry,"OTYPE_Shop1u_d"
1398,10967,0EA1,14,StringEntry,"OTYPE_Shop2r_l"
1399,109AE,0EA8,14,StringEntry,"OTYPE_Shop2u_d"
1400,109F5,0EAF,16,StringEntry,"OTYPE_StreetLamp"
1401,10A55,0EB8,14,StringEntry,"OTYPE_Monument"
1402,10A9C,0EBF,13,StringEntry,"OTYPE_NStone1"
1403,10AE2,0EC6,13,StringEntry,"OTYPE_NStone2"
1404,10B28,0ECD,13,StringEntry,"OTYPE_NStone3"
1405,10B6E,0ED4,13,StringEntry,"OTYPE_NStone4"
1406,10BB4,0EDB,17,StringEntry,"OTYPE_Stonecircle"
1407,10BFE,0EE2,13,StringEntry,"OTYPE_LH1_45F"
1408,10C44,0EE9,13,StringEntry,"OTYPE_LH2_45F"
1409,10C8A,0EF0,13,StringEntry,"OTYPE_LH3_45F"
1410,10CD0,0EF7,13,StringEntry,"OTYPE_LH4_45F"
1411,10D16,0EFE,13,StringEntry,"OTYPE_LH5_45F"
1412,10D5C,0F05,13,StringEntry,"OTYPE_LH6_45F"
1413,10DA2,0F0C,13,StringEntry,"OTYPE_LH7_45F"
1414,10DE8,0F13,13,StringEntry,"OTYPE_LH8_45F"
1415,10E2E,0F1A,13,StringEntry,"OTYPE_LH9_45F"
1416,10E74,0F21,14,StringEntry,"OTYPE_LH10_45F"
1417,10EBB,0F28,14,StringEntry,"OTYPE_LH11_45F"
1418,10F02,0F2F,14,StringEntry,"OTYPE_LH12_45F"
1419,10F49,0F36,14,StringEntry,"OTYPE_LH13_45F"
1420,10F90,0F3D,14,StringEntry,"OTYPE_LH16_45F"
1421,10FD7,0F44,14,StringEntry,"OTYPE_LH17_45F"
1422,1101E,0F4B,14,StringEntry,"OTYPE_LH18_45F"
1423,11065,0F52,14,StringEntry,"OTYPE_LH19_45F"
1424,110AC,0F59,14,StringEntry,"OTYPE_LH21_45F"
1425,110F3,0F60,14,StringEntry,"OTYPE_LH22_45F"
1426,1113A,0F67,14,StringEntry,"OTYPE_LH23_45F"
1427,11181,0F6E,13,StringEntry,"OTYPE_LH1_00F"
1428,111C7,0F75,13,StringEntry,"OTYPE_LH2_00F"
1429,1120D,0F7C,13,StringEntry,"OTYPE_LH3_00F"
1430,11253,0F83,13,StringEntry,"OTYPE_LH4_00F"
1431,11299,0F8A,13,StringEntry,"OTYPE_LH5_00F"
1432,112DF,0F91,13,StringEntry,"OTYPE_LH6_00F"
1433,11325,0F98,13,StringEntry,"OTYPE_LH7_00F"
1434,1136B,0F9F,13,StringEntry,"OTYPE_LH8_00F"
1435,113B1,0FA6,13,StringEntry,"OTYPE_LH9_00F"
1436,113F7,0FAD,14,StringEntry,"OTYPE_LH10_00F"
1437,1143E,0FB4,14,StringEntry,"OTYPE_LH11_00F"
1438,11485,0FBB,14,StringEntry,"OTYPE_LH12_00F"
1439,114CC,0FC2,14,StringEntry,"OTYPE_LH13_00F"
1440,11513,0FC9,14,StringEntry,"OTYPE_LH16_00F"
1441,1155A,0FD0,14,StringEntry,"OTYPE_LH17_00F"
1442,115A1,0FD7,14,StringEntry,"OTYPE_LH18_00F"
1443,115E8,0FDE,14,StringEntry,"OTYPE_LH19_00F"
1444,1162F,0FE5,14,StringEntry,"OTYPE_LH21_00F"
1445,11676,0FEC,14,StringEntry,"OTYPE_LH22_00F"
1446,116BD,0FF3,14,StringEntry,"OTYPE_LH23_00F"
1447,11704,0FFA,13,StringEntry,"OTYPE_LH1_30F"
1448,1174A,1001,13,StringEntry,"OTYPE_LH2_30F"
1449,11790,1008,13,StringEntry,"OTYPE_LH3_30F"
1450,117D6,100F,13,StringEntry,"OTYPE_LH4_30F"
1451,1181C,1016,13,StringEntry,"OTYPE_LH5_30F"
1452,11862,101D,13,StringEntry,"OTYPE_LH6_30F"
1453,118A8,1024,13,StringEntry,"OTYPE_LH7_30F"
1454,118EE,102B,13,StringEntry,"OTYPE_LH8_30F"
1455,11934,1032,13,StringEntry,"OTYPE_LH9_30F"
1456,1197A,1039,14,StringEntry,"OTYPE_LH10_30F"
1457,119C1,1040,14,StringEntry,"OTYPE_LH11_30F"
1458,11A08,1047,14,StringEntry,"OTYPE_LH12_30F"
1459,11A4F,104E,14,StringEntry,"OTYPE_LH13_30F"
1460,11A96,1055,14,StringEntry,"OTYPE_LH16_30F"
1461,11ADD,105C,14,StringEntry,"OTYPE_LH17_30F"
1462,11B24,1063,14,StringEntry,"OTYPE_LH18_30F"
1463,11B6B,106A,14,StringEntry,"OTYPE_LH19_30F"
1464,11BB2,1071,14,StringEntry,"OTYPE_LH21_30F"
1465,11BF9,1078,14,StringEntry,"OTYPE_LH22_30F"
1466,11C40,107F,14,StringEntry,"OTYPE_LH23_30F"
1467,11C87,1086,13,StringEntry,"OTYPE_LH1_60F"
1468,11CCD,108D,13,StringEntry,"OTYPE_LH2_60F"
1469,11D13,1094,13,StringEntry,"OTYPE_LH3_60F"
1470,11D59,109B,13,StringEntry,"OTYPE_LH4_60F"
1471,11D9F,10A2,13,StringEntry,"OTYPE_LH5_60F"
1472,11DE5,10A9,13,StringEntry,"OTYPE_LH6_60F"
1473,11E2B,10B0,13,StringEntry,"OTYPE_LH7_60F"
1474,11E71,10B7,13,StringEntry,"OTYPE_LH8_60F"
1475,11EB7,10BE,13,StringEntry,"OTYPE_LH9_60F"
1476,11EFD,10C5,14,StringEntry,"OTYPE_LH10_60F"
1477,11F44,10CC,14,StringEntry,"OTYPE_LH11_60F"
1478,11F8B,10D3,14,StringEntry,"OTYPE_LH12_60F"
1479,11FD2,10DA,14,StringEntry,"OTYPE_LH13_60F"
1480,12019,10E1,14,StringEntry,"OTYPE_LH16_60F"
1481,12060,10E8,14,StringEntry,"OTYPE_LH17_60F"
1482,120A7,10EF,14,StringEntry,"OTYPE_LH18_60F"
1483,120EE,10F6,14,StringEntry,"OTYPE_LH19_60F"
1484,12135,10FD,14,StringEntry,"OTYPE_LH21_60F"
1485,1217C,1104,14,StringEntry,"OTYPE_LH22_60F"
1486,121C3,110B,14,StringEntry,"OTYPE_LH23_60F"
1487,1220A,1112,13,StringEntry,"OTYPE_LH1_90F"
1488,12250,1119,13,StringEntry,"OTYPE_LH3_90F"
1489,12296,1120,13,StringEntry,"OTYPE_LH4_90F"
1490,122DC,1127,13,StringEntry,"OTYPE_LH7_90F"
1491,12322,112E,13,StringEntry,"OTYPE_LH8_90F"
1492,12368,1135,14,StringEntry,"OTYPE_LH10_90F"
1493,123AF,113C,14,StringEntry,"OTYPE_LH11_90F"
1494,123F6,1143,14,StringEntry,"OTYPE_LH12_90F"
1495,1243D,114A,14,StringEntry,"OTYPE_LH13_90F"
1496,12484,1151,14,StringEntry,"OTYPE_LH17_90F"
1497,124CB,1158,14,StringEntry,"OTYPE_LH19_90F"
1498,12512,115F,14,StringEntry,"OTYPE_LH22_90F"
1499,12559,1166,14,StringEntry,"OTYPE_LH23_90F"
1500,125A0,1172,14,StringEntry,"OTYPE_Ah_shedr"
1501,125E7,1179,14,StringEntry,"OTYPE_Ah_tower"
1502,1262E,1180,13,StringEntry,"OTYPE_AH_dock"
1503,12674,1187,13,StringEntry,"OTYPE_Cm_Coal"
1504,126BA,118E,13,StringEntry,"OTYPE_Cm_Pass"
1505,12700,1195,14,StringEntry,"OTYPE_Cm_Shaft"
1506,12747,119C,12,StringEntry,"OTYPE_CM_1rf"
1507,1278C,11A3,13,StringEntry,"OTYPE_Cp_main"
1508,127D2,11AA,13,StringEntry,"OTYPE_Cp_pitt"
1509,12818,11B1,14,StringEntry,"OTYPE_C_L_Roof"
1510,1285F,11B8,14,StringEntry,"OTYPE_C_L_silo"
1511,128A6,11BF,14,StringEntry,"OTYPE_C_L_tank"
1512,128ED,11C6,13,StringEntry,"OTYPE_OR_Chim"
1513,12933,11CD,10,StringEntry,"OTYPE_MC_2"
1514,12976,11D4,13,StringEntry,"OTYPE_MC_Chim"
1515,129BC,11DB,13,StringEntry,"OTYPE_MF_FacR"
1516,12A02,11E2,13,StringEntry,"OTYPE_MF_tunn"
1517,12A48,11E9,13,StringEntry,"OTYPE_MF_bunk"
1518,12A8E,11F0,14,StringEntry,"OTYPE_MF_bunkd"
1519,12AD5,11F7,12,StringEntry,"OTYPE_OR_Gas"
1520,12B1A,11FE,14,StringEntry,"OTYPE_OR_Ubend"
1521,12B61,1205,13,StringEntry,"OTYPE_SY_towr"
1522,12BA7,120C,14,StringEntry,"OTYPE_Sy_side2"
1523,12BEE,1213,13,StringEntry,"OTYPE_Sy_side"
1524,12C34,121A,13,StringEntry,"OTYPE_Sy_roof"
1525,12C7A,1221,13,StringEntry,"OTYPE_Sy_gate"
1526,12CC0,1228,14,StringEntry,"OTYPE_Sy_gate2"
1527,12D07,122F,13,StringEntry,"OTYPE_Sy_boat"
1528,12D4D,123D,14,StringEntry,"OTYPE_Sy_eflor"
1529,12D94,1244,12,StringEntry,"OTYPE_SR_1rf"
1530,12DD9,124B,13,StringEntry,"OTYPE_SR_Burn"
1531,12E1F,1252,10,StringEntry,"OTYPE_TC_2"
1532,12E62,1259,11,StringEntry,"OTYPE_VF_1r"
1533,12EA6,1260,10,StringEntry,"OTYPE_Vf_2"
1534,12EE9,1267,11,StringEntry,"OTYPE_Vf_2r"
1535,12F2D,126E,12,StringEntry,"OTYPE_CP_sb1"
1536,12F72,1275,12,StringEntry,"OTYPE_CP_sb2"
1537,12FB7,127C,12,StringEntry,"OTYPE_CP_sb3"
1538,12FFC,1283,12,StringEntry,"OTYPE_CP_sb4"
1539,13041,128A,13,StringEntry,"OTYPE_Cp_tinh"
1540,13087,1293,25,StringEntry,"OTYPE_BridgePart_Military"
1541,130D9,129A,24,StringEntry,"OTYPE_BridgePart_Country"
1542,13130,12A2,21,StringEntry,"OTYPE_BridgePart_City"
1543,13184,12AA,24,StringEntry,"OTYPE_BridgePart_Railway"
1544,131D5,12B1,20,StringEntry,"OTYPE_Bridge_Country"
1545,13209,12B5,17,StringEntry,"OTYPE_Bridge_City"
1546,1323A,12B9,20,StringEntry,"OTYPE_Bridge_Railway"
1547,1326E,12BD,16,StringEntry,"OTYPE_Wire_Fence"
1548,132C9,12C8,15,StringEntry,"OTYPE_Wire_Wall"
1549,13323,12D3,21,StringEntry,"OTYPE_Mined_Wire_Wall"
1550,1337C,12DD,22,StringEntry,"OTYPE_Electric_Fencing"
1551,133DD,12E8,19,StringEntry,"OTYPE_Laser_Fencing"
1552,1343B,12F3,20,StringEntry,"OTYPE_Plasma_Fencing"
1553,1349A,1302,13,StringEntry,"OTYPE_BC_SILO"
1554,134E0,1309,14,StringEntry,"OTYPE_BC_SSILO"
1555,13527,1310,13,StringEntry,"OTYPE_BC_DOME"
1556,1356D,1317,12,StringEntry,"OTYPE_BC_PB1"
1557,135B2,131E,12,StringEntry,"OTYPE_BC_PB2"
1558,135F7,1325,12,StringEntry,"OTYPE_BC_PB3"
1559,1363C,132C,12,StringEntry,"OTYPE_C_Toe1"
1560,13681,1333,12,StringEntry,"OTYPE_C_Toe2"
1561,136C6,133A,12,StringEntry,"OTYPE_C_Toe3"
1562,1370B,1341,12,StringEntry,"OTYPE_C_Toe4"
1563,13750,1348,14,StringEntry,"OTYPE_Con_leg1"
1564,13797,134F,14,StringEntry,"OTYPE_Con_leg2"
1565,137DE,1356,14,StringEntry,"OTYPE_Con_leg3"
1566,13825,135D,14,StringEntry,"OTYPE_Con_leg4"
1567,1386C,1364,14,StringEntry,"OTYPE_Con_Stor"
1568,138B3,136B,11,StringEntry,"OTYPE_Con_X"
1569,138F7,1372,14,StringEntry,"OTYPE_CON_ARMS"
1570,1393E,1379,13,StringEntry,"OTYPE_CF_Stor"
1571,13984,1380,13,StringEntry,"OTYPE_CF_Chim"
1572,139CA,1387,13,StringEntry,"OTYPE_EWP_Gen"
1573,13A10,138E,14,StringEntry,"OTYPE_EWP_Gen2"
1574,13A57,1395,14,StringEntry,"OTYPE_EWP_Gen3"
1575,13A9E,139C,14,StringEntry,"OTYPE_EWP_Gen4"
1576,13AE5,13A3,14,StringEntry,"OTYPE_EWP_END2"
1577,13B2C,13AA,14,StringEntry,"OTYPE_EWP_ENDV"
1578,13B73,13B1,14,StringEntry,"OTYPE_EWP_EDV2"
1579,13BBA,13B8,14,StringEntry,"OTYPE_EWP_Bar1"
1580,13C01,13BF,14,StringEntry,"OTYPE_EWP_Bar2"
1581,13C48,13C6,14,StringEntry,"OTYPE_EWP_Bar3"
1582,13C8F,13CD,12,StringEntry,"OTYPE_F_arm1"
1583,13CD4,13D4,12,StringEntry,"OTYPE_F_arm2"
1584,13D19,13DB,12,StringEntry,"OTYPE_F_arm3"
1585,13D5E,13E2,12,StringEntry,"OTYPE_F_Stor"
1586,13DA3,13E9,11,StringEntry,"OTYPE_F_Pod"
1587,13DE7,13F0,12,StringEntry,"OTYPE_He_gun"
1588,13E2C,13F7,14,StringEntry,"OTYPE_He_Mpodz"
1589,13E73,13FE,12,StringEntry,"OTYPE_He_Eye"
1590,13EB8,1405,13,StringEntry,"OTYPE_He_pod1"
1591,13EFE,140C,13,StringEntry,"OTYPE_He_pod2"
1592,13F44,1413,13,StringEntry,"OTYPE_He_pod3"
1593,13F8A,141A,13,StringEntry,"OTYPE_He_pod4"
1594,13FD0,1421,13,StringEntry,"OTYPE_HX_Ring"
1595,14016,1428,13,StringEntry,"OTYPE_Hx_Pod1"
1596,1405C,142F,14,StringEntry,"OTYPE_Hx_Pod11"
1597,140A3,1436,14,StringEntry,"OTYPE_Hx_pod12"
1598,140EA,143D,13,StringEntry,"OTYPE_Hx_Pod2"
1599,14130,1444,14,StringEntry,"OTYPE_Hx_Pod21"
1600,14177,144B,14,StringEntry,"OTYPE_Hx_pod22"
1601,141BE,1452,13,StringEntry,"OTYPE_Hx_Pod3"
1602,14204,1459,14,StringEntry,"OTYPE_Hx_Pod31"
1603,1424B,1460,14,StringEntry,"OTYPE_Hx_pod32"
1604,14292,1467,13,StringEntry,"OTYPE_MT_leg1"
1605,142D8,146E,13,StringEntry,"OTYPE_MT_leg2"
1606,1431E,1475,13,StringEntry,"OTYPE_MT_leg3"
1607,14364,147C,13,StringEntry,"OTYPE_MT_leg4"
1608,143AA,1483,14,StringEntry,"OTYPE_MT_mainb"
1609,143F1,148A,14,StringEntry,"OTYPE_MT_maint"
1610,14438,1491,14,StringEntry,"OTYPE_Pp_Endp1"
1611,1447F,1498,14,StringEntry,"OTYPE_Pp_Endp2"
1612,144C6,149F,14,StringEntry,"OTYPE_Pp_Endp3"
1613,1450D,14A6,14,StringEntry,"OTYPE_Pp_Endp4"
1614,14554,14AD,14,StringEntry,"OTYPE_Pp_Endp5"
1615,1459B,14B4,14,StringEntry,"OTYPE_Pp_Endp6"
1616,145E2,14BB,14,StringEntry,"OTYPE_Pp_Endp7"
1617,14629,14C2,14,StringEntry,"OTYPE_Pp_Endp8"
1618,14670,14C9,12,StringEntry,"OTYPE_Pp_Eye"
1619,146B5,14D0,14,StringEntry,"OTYPE_Rf_doors"
1620,146FC,14D7,13,StringEntry,"OTYPE_SF_Spad"
1621,14742,14DE,13,StringEntry,"OTYPE_SF_Lpad"
1622,14788,14E5,13,StringEntry,"OTYPE_SF_Arm1"
1623,147CE,14EC,13,StringEntry,"OTYPE_SF_Arm2"
1624,14814,14F3,13,StringEntry,"OTYPE_SF_Arm3"
1625,1485A,14FA,14,StringEntry,"OTYPE_TC_talt1"
1626,148A1,1501,14,StringEntry,"OTYPE_TC_talt2"
1627,148E8,1508,14,StringEntry,"OTYPE_TC_midt1"
1628,1492F,150F,14,StringEntry,"OTYPE_TC_Wing1"
1629,14976,1516,14,StringEntry,"OTYPE_TC_Wing3"
1630,149BD,151D,14,StringEntry,"OTYPE_TC_talt3"
1631,14A04,1524,14,StringEntry,"OTYPE_TC_midt2"
1632,14A4B,152B,14,StringEntry,"OTYPE_TC_Wing2"
1633,14A92,1532,14,StringEntry,"OTYPE_MB_HARM1"
1634,14AD9,1539,14,StringEntry,"OTYPE_MB_HARM2"
1635,14B20,1540,14,StringEntry,"OTYPE_MB_HARM3"
1636,14B67,1547,14,StringEntry,"OTYPE_MB_HARM4"
1637,14BAE,154E,14,StringEntry,"OTYPE_MB_LARM1"
1638,14BF5,1555,14,StringEntry,"OTYPE_MB_LARM2"
1639,14C3C,155C,14,StringEntry,"OTYPE_MB_LARM3"
1640,14C83,1563,14,StringEntry,"OTYPE_MB_LARM4"
1641,14CCA,156A,14,StringEntry,"OTYPE_MB_MFOT1"
1642,14D11,1571,14,StringEntry,"OTYPE_MB_MFOT2"
1643,14D58,1578,14,StringEntry,"OTYPE_MB_MFOT3"
1644,14D9F,157F,14,StringEntry,"OTYPE_MB_MFOT4"
1645,14DE6,1586,13,StringEntry,"OTYPE_MB_IPOD"
1646,14E2C,158D,14,StringEntry,"OTYPE_MB_PETAL"
1647,14E73,1594,14,StringEntry,"OTYPE_HB_PARL2"
1648,14EBA,159B,14,StringEntry,"OTYPE_HB_PARL3"
1649,14F01,15A2,14,StringEntry,"OTYPE_HB_PARL4"
1650,14F48,15A9,14,StringEntry,"OTYPE_HB_PARL5"
1651,14F8F,15B0,14,StringEntry,"OTYPE_HB_PARL6"
1652,14FD6,15B7,14,StringEntry,"OTYPE_HB_PARL7"
1653,1501D,15BE,9,StringEntry,"OTYPE_Pod"
1654,1504E,15CF,13,StringEntry,"Tempry turret"
1655,15098,15D6,13,StringEntry,"Tempry turret"
1656,150E2,15DD,13,StringEntry,"Tempry turret"
1657,1512C,15E6,13,StringEntry,"Tempry turret"
1658,15176,15ED,13,StringEntry,"Tempry turret"
1659,151C0,15F4,13,StringEntry,"Tempry turret"
1660,1520A,15FB,13,StringEntry,"Tempry turret"
1661,15254,1602,13,StringEntry,"Tempry turret"
1662,152BC,160B,13,StringEntry,"Tempry turret"
1663,15324,1614,13,StringEntry,"Tempry turret"
1664,1538C,161E,23,StringEntry,"OTYPE_Ironclad_1_Turret"
1665,153F5,1626,23,StringEntry,"OTYPE_Ironclad_2_Turret"
1666,1545E,162E,23,StringEntry,"OTYPE_Ironclad_3_Turret"
1667,154C7,1637,31,StringEntry,"OTYPE_Ironclad_1_Superstructure"
1668,154FC,163B,31,StringEntry,"OTYPE_Ironclad_2_Superstructure"
1669,15531,163F,31,StringEntry,"OTYPE_Ironclad_3_Superstructure"
1670,15566,1644,13,StringEntry,"Tempry turret"
1671,155B0,164B,13,StringEntry,"Tempry turret"
1672,155FA,1652,13,StringEntry,"Tempry turret"
1673,15644,1659,13,StringEntry,"Tempry turret"
1674,15695,1661,13,StringEntry,"Tempry turret"
1675,156E6,1669,13,StringEntry,"Tempry turret"
1676,15737,1671,13,StringEntry,"Tempry turret"
1677,15788,1679,13,StringEntry,"Tempry turret"
1678,157D9,1681,13,StringEntry,"Tempry turret"
1679,15848,168B,13,StringEntry,"Tempry turret"
1680,158B7,1695,13,StringEntry,"Tempry turret"
1681,15926,16AF,13,StringEntry,"Tempry turret"
1682,15977,16B7,13,StringEntry,"Tempry turret"
1683,159C8,16C0,13,StringEntry,"Tempry turret"
1684,15A19,16C9,13,StringEntry,"Tempry turret"
1685,15A6A,16D2,13,StringEntry,"Tempry turret"
1686,15ABB,16DB,13,StringEntry,"Tempry turret"
1687,15B0C,16E4,13,StringEntry,"Tempry turret"
1688,15B5D,16ED,13,StringEntry,"Tempry turret"
1689,15BB5,1702,20,StringEntry,"OTYPE_ArmouredLorry1"
1690,15CCD,171F,20,StringEntry,"OTYPE_ArmouredLorry2"
1691,15D8E,1732,20,StringEntry,"OTYPE_ArmouredLorry3"
1692,15E3F,1743,17,StringEntry,"OTYPE_TrackLayer1"
1693,15F72,1762,17,StringEntry,"OTYPE_TrackLayer2"
1694,16059,1778,17,StringEntry,"OTYPE_TrackLayer3"
1695,16130,178C,18,StringEntry,"OTYPE_SelfPropGun1"
1696,1624D,17AA,18,StringEntry,"OTYPE_SelfPropGun2"
1697,16335,17C0,18,StringEntry,"OTYPE_SelfPropGun3"
